film_id,votes,normed_film_title,film_director,film_year,country,genre,media_type,actors_raw
4ce2b6b94daff,9,Ugetsu Monogatari,Mizoguchi Kenji,1953,Japan,Romance,Film,Masayuki Mori | Kinuyo Tanaka | Ichisaburo Sawamura
4ce2b6bf360f4,8,The Shining,Stanley Kubrick,1980,United Kingdom | USA,Horror,Film,Jack Nicholson | Shelley Duvall | Danny Lloyd
4ce2b6accac8a,8,Husbands,John Cassavetes,1970,USA,Drama,Film,Ben Gazzara | Peter Falk | John Cassavetes
4ce2b8379038e,8,Mulholland Dr,David Lynch,2001,France | USA,Thriller,Film,Justin Theroux | Naomi Watts | Laura Harring
4ce2b8b17e6c2,8,Hidden,Michael Haneke,2004,Austria | France | Germany | Italy,Thriller | Drama,Film,Daniel Auteuil | Juliette Binoche | Maurice Bénichou
4ce2b6bad3a0d,8,The Wild Bunch,Sam Peckinpah,1969,USA,Western,Film,William Holden | Ernest Borgnine | Robert Ryan
4ce2b6b4ead96,8,"Salo, or The 120 Days of Sodom",Pier Paolo Pasolini,1975,France | Italy,Horror | War,Film,Paolo Bonacelli | Giorgio Cataldi | Uberto P. Quintavalle
4ce2b6a7b69f6,8,A Clockwork Orange,Stanley Kubrick,1971,United Kingdom | USA,Crime | Science Fiction,Film,Malcolm McDowell | Patrick Magee | Michael Bates
4ce2b8c6518bb,8,There Will Be Blood,Paul Thomas Anderson,2007,USA,Drama,Film,Daniel Day-Lewis | Paul Dano | Kevin J. O'Connor
4ce2b6b209ea3,8,Los Olvidados,Luis Buñuel,1950,Mexico,Crime | Drama,Film,Estela Inda | Miguel Inclán | Alfonso Mejía
4ce2b6af6aedd,8,M,Fritz Lang,1931,Germany,Crime | Thriller,Film,Peter Lorre | Ellen Widmann | Inge Landgut
4ce2b6a68bd9d,8,Battleship Potemkin,Sergei M Eisenstein,1925,USSR,Historical drama,Film,Aleksandr Antonov | Vladimir Barsky | Grigori V. Aleksandrov
4ce2b6bfdd960,8,Fear Eats the Soul,Rainer Werner Fassbinder,1974,Federal Republic of Germany,Melodrama,Film,Brigitte Mira | El Hedi ben Salem | Irm Hermann
4ce2b6adf17e2,8,Kes,Ken Loach,1969,United Kingdom,Drama,Film,Dai Bradley | Freddie Fletcher | Lynne Perrie
4ce2b6aae85f3,8,The General,Buster Keaton,1926,USA,Comedy | Period drama,Film,Buster Keaton | Jack Lowe | Jack Hanlon
4ce2b6ad82ff5,8,Jaws,Steven Spielberg,1975,USA,Horror,Film,Roy Scheider | Robert Shaw | Richard Dreyfuss
4ce2b6b61b4e8,8,The Seventh Seal,Ingmar Bergman,1957,Sweden,Fantasy | Period drama,Film,Max von Sydow | Inga Landgré | Gunnar Björnstrand
4ce2b6ae11be2,7,The Killing of a Chinese Bookie,John Cassavetes,1976,USA,Gangster,Film,Ben Gazzara | Timothy Carey | Seymour Cassel
4ce2b8203c690,7,Beau Travail,Claire Denis,1998,France,Drama,Film,Denis Lavant | Michel Subor | Grégoire Colin
4ce2b6bcdaa6f,7,The Deer Hunter,Michael Cimino,1977,USA,War,Film,Robert De Niro | John Cazale | John Savage
4ce2b6bfecaeb,7,Last Year At Marienbad,Alain Resnais,1961,France | Italy,Romance | Drama,Film,Giorgio Albertazzi | Delphine Seyrig | Sacha Pitoëff
4ce2b6edeeb13,7,L'argent,Robert Bresson,1983,Switzerland | France,Crime,Film,Christian Patey | Vincent Risterucci | Caroline Lang
4ce2b6ffc05d8,7,Un chien andalou,Luis Buñuel,1928,France,Artists' Moving Image,Film,Simone Mareuil | Pierre Batcheff | Jaime Miravilles
4ce2b6bedc2bb,7,Opening Night,John Cassavetes,1977,USA,Drama,Film,Gena Rowlands | Ben Gazzara | John Cassavetes
4ce2b6bb90b37,7,Zero de Conduite,Jean Vigo,1933,France,Artists' Moving Image,Film,Jean Dasté | Robert Le Flon | Du Verron
4ce2b78da502c,7,I am Cuba,Mikhail Kalatozov,1964,Cuba | USSR,Drama,Film,Sergio Corrieri | Salvador Wood | José Gallardo
4ce2b6a91da80,7,Don't Look Now,Nicolas Roeg,1973,United Kingdom | Italy,Horror | Fantasy | Thriller,Film,Julie Christie | Donald Sutherland | Hilary Mason
4ce2b765f258a,7,Le Samouraï,Jean-Pierre Melville,1967,France | Italy,Film noir,Film,Alain Delon | François Périer | Nathalie Delon
4ce2b6a78d5ab,7,Chinatown,Roman Polanski,1974,USA,Film noir,Film,Jack Nicholson | Faye Dunaway | John Hillerman
4ce2b6bbbab86,7,The Gold Rush,Charles Chaplin,1925,USA,Comedy,Film,Charles Chaplin | Mack Swain | Tom Murray
4ce2b7663dc08,7,Sans Soleil,Chris Marker,1982,France,Documentary,Film,Florence Delay | Alexandra Stewart
4ce2b6b310bc0,7,Pierrot le Fou,Jean-Luc Godard,1965,France | Italy,Crime,Film,Jean-Paul Belmondo | Anna Karina | Dirk Sanders
4ce2b73f2ec00,7,La Maman et la putain,Jean Eustache,1973,France,Drama,Film,Françoise Lebrun | Bernadette Lafont | Jean-Pierre Léaud
4ce2b81d77d71,6,Songs from the Second Floor,Roy Andersson,2000,Denmark | France | Germany | Norway | Sweden,Drama,Film,Lars Nordh | Stefan Larsson | Bengt C.W. Carlsson
4ce2b6aec1d37,6,Letter From an Unknown Woman,Max Ophüls,1948,USA,Melodrama | Romance,Film,Joan Fontaine | Louis Jourdan | Mady Christians
4ce2b6a9c2177,6,Faces,John Cassavetes,1968,USA,Drama,Film,John Marley | Gena Rowlands | Lynn Carlin
4ce2b6a906793,6,Dr. Strangelove,Stanley Kubrick,1963,United Kingdom | USA,Comedy | Science Fiction,Film,Peter Sellers | George C. Scott | Sterling Hayden
4ce2b73116007,6,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",Chantal Akerman,1975,Belgium | France,Drama,Film,Delphine Seyrig | Jan Decorte | Henri Storck
4ce2b6b2b629c,6,Paths of Glory,Stanley Kubrick,1957,USA,War | Legal and Courtroom drama,Film,Kirk Douglas | Ralph Meeker | Adolphe Menjou
4ce2b6b0d7f12,6,Mouchette,Robert Bresson,1966,France,Drama,Film,Nadine Nortier | Jean-Claude Guilbert | Paul Hébert
4ce2b6adb948c,6,Jules et Jim,François Truffaut,1962,France,Drama,Film,Michel Subor | Jeanne Moreau | Oskar Werner
4ce2b8331649f,6,Nights of Cabiria,Federico Fellini,1957,France | Italy,Drama,Film,Giulietta Masina | François Périer | Franca Marzi
4ce2b6bf4e912,6,North by Northwest,Alfred Hitchcock,1959,USA,Thriller,Film,Cary Grant | Eva Marie Saint | James Mason
4ce2b7b78a3f5,6,A Brighter Summer Day,Edward Yang,1991,Taiwan,Romance | Drama,Film,Zhang Zhen | Lisa Yang | Zhang Guozhu
4ce2b6b1c031b,6,La notte,Michelangelo Antonioni,1961,France | Italy,Drama,Film,Marcello Mastroianni | Jeanne Moreau | Monica Vitti
4ce2b6b824610,6,The Third Man,Carol Reed,1949,United Kingdom,Thriller,Film,Carol Reed | Joseph Cotten | Alida Valli
4ce2b72fd693f,6,It's a Wonderful Life,Frank Capra,1947,USA,Comedy | Fantasy | Drama,Film,James Stewart | Donna Reed | Lionel Barrymore
4ce2b6a5074d0,6,L'Age d'Or,Luis Buñuel,1930,France,Artists' Moving Image,Film,Gaston Modot | Lya Lys | Caridad de Laberdesque
4ce2b79fd264c,6,Crimes and Misdemeanors,Woody Allen,1989,USA,Comedy,Film,Caroline Aaron | Alan Alda | Woody Allen
4ce2b7c5c1618,6,Pulp Fiction,Quentin Tarantino,1994,USA,Crime,Film,John Travolta | Samuel L. Jackson | Uma Thurman
4ce2b6b46ab2d,6,The River,Jean Renoir,1951,USA,Drama,Film,Miss June | Nora Swinburne | Esmond Knight
4ce2b693ec5ed,6,E.T.,Steven Spielberg,1982,USA,Science Fiction,Film,Dee Wallace-Stone | Peter Coyote | Robert MacNaughton
4ce2b6b47f860,6,Rocco and his Brothers,Luchino Visconti,1960,France | Italy,Drama,Film,Alain Delon | Renato Salvatori | Annie Girardot
4ce2b6be7d19a,6,Manhattan,Woody Allen,1979,USA,Comedy,Film,Woody Allen | Diane Keaton | Michael Murphy
4ce2b6a99de5f,6,The Spirit of the Beehive,Víctor Erice,1973,Spain,Drama,Film,Fernando Fernán Gómez | Teresa Gimpera | Ana Torrent
4ce2b7d2993a2,6,Sátántangó,Béla Tarr,1994,Switzerland | Germany | Hungary,Drama,Film,Mihály Ráday | Mihály Víg | Putyi Horváth
4ce2b7e2b963d,6,Breaking the Waves,Lars von Trier,1996,Denmark | Finland | France | Germany | Iceland | Italy | Netherlands | Norway | Sweden | USA,Drama,Film,Emily Watson | Stellan Skarsgård | Katrin Cartlidge
4ce2b8137c327,6,Festen,Thomas Vinterberg,1998,Denmark,Drama,Film,Ulrich Thomsen | Henning Moritzen | Thomas Bo Larsen
4ce2b6b0544c6,5,Metropolis,Fritz Lang,1927,Germany,Science Fiction,Film,Brigitte Helm | Alfred Abel | Gustav Fröhlich
4ce2b6ab01897,5,Germany Year Zero,Roberto Rossellini,1948,France | Italy | Federal Republic of Germany,War,Film,Edmund Meschke | Ernst Pittschau | Ingetraud Hinze
10008,5,The Turin Horse,Béla Tarr,,,,,
4ce2b77b4418a,5,Touki Bouki,Djibril Diop Mambéty,1973,Senegal,Drama,Film,Magaye Niang | Mareme Niang | Christophe N'doulabia
4ce2b6b48f642,5,Rome Open City,Roberto Rossellini,1945,Italy,War | Drama,Film,Aldo Fabrizi | Anna Magnani | Vito Annicchiarico
4ce2b6b94a861,5,The Silence,Ingmar Bergman,1963,Sweden,Drama,Film,Ingrid Thulin | Gunnel Lindblom | Jörgen Lindström
4ce2b6b346033,5,Ashes and Diamonds,Andrzej Wajda,1958,Poland,War,Film,Ewa Krzyzanowska | Waclaw Zastrzezynski | Adam Pawlikowski
4ce2b6b995895,5,The Exterminating Angel,Luis Buñuel,1962,Mexico,Drama,Film,Silvia Pinal | Jacqueline Andere | José Baviera
4ce2b7cb624b7,5,Underground,Emir Kusturica,1995,France | Germany | Hungary,Comedy,Film,Miki Manojlović | Laza Ristovski | Mirjana Jokovic
4f4b8bf00dfa0,5,The Tree of Life,Terrence Malick,2010,USA,Fantasy,Film,Brad Pitt | Sean Penn | Jessica Chastain
4ce2b6aadb03d,5,The Leopard,Luchino Visconti,1963,France | Italy,Period drama,Film,Burt Lancaster | Claudia Cardinale | Alain Delon
4f4b8b7e5ef90,5,A Separation,Asghar Farhadi,2011,Iran,Drama,Film,Leila Hatami | Peyman Moaadi | Shahab Hosseini
4ce2b6a5551ac,5,Black Narcissus,Michael Powell/Emeric Pressburger,1947,United Kingdom,Drama,Film,London Symphony Orchestra | Deborah Kerr | Sabu
4ce2b82020179,5,Casablanca,Michael Curtiz,1942,USA,Romance | War | Drama,Film,Lou Marcelle | Humphrey Bogart | Ingrid Bergman
4ce2b6b143f57,5,Nashville,Robert Altman,1975,USA,Musical | Drama,Film,David Arkin | Barbara Baxley | Ned Beatty
4ce2b779dd367,5,To Be or Not To Be,Ernst Lubitsch,1942,USA,Comedy | War,Film,Carole Lombard | Jack Benny | Robert Stack
4ce2b6ad87c49,5,The Enigma of Kaspar Hauser,Werner Herzog,1974,Federal Republic of Germany,Biopic,Film,Bruno S. | Walter Ladengast | Brigitte Mira
4ce2b6b81dc84,5,The Travelling Players,Theodoros Angelopoulos,1975,Greece,Drama,Film,Eva Kotamanidou | Aliki Georgoulis | Stratos Pachis
4ce2b6eadf87b,5,Alphaville,Jean-Luc Godard,1965,France | Italy,Detective drama | Science Fiction,Film,Eddie Constantine | Anna Karina | Akim Tamiroff
4ce2b6b295aa3,5,The Umbrellas of Cherbourg,Jacques Demy,1964,France | Federal Republic of Germany,Musical,Film,Catherine Deneuve | Nino Castelnuovo | Anne Vernon
4ce2b82b6b26b,5,Rosetta,Jean-Pierre Dardenne/Luc Dardenne,1999,Belgium | France,Drama,Film,Émilie Dequenne | Fabrizio Rongione | Anne Yernaux
4ce2b6b90d54d,5,Trouble in Paradise,Ernst Lubitsch,1932,USA,Comedy | Crime,Film,Miriam Hopkins | Kay Francis | Herbert Marshall
4ce2b8de13c81,5,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Spain | France | United Kingdom | Germany | Netherlands | Thailand,Fantasy,Film,Thanapat Saisaymar | Jenjira Jansuda | Sakda Kaewbuadee
4ce2b6b461386,5,Rio Bravo,Howard Hawks,1958,USA,Western,Film,John Wayne | Dean Martin | Rick Nelson
4f4b8d17bedb4,5,Melancholia,Lars von Trier,2011,Denmark | France | Germany | Italy | Sweden,Science Fiction | Drama,Film,Kirsten Dunst | Charlotte Gainsbourg | Alexander Skarsgård
4ce2b848e226c,5,The Werckmeister Harmonies,Béla Tarr,2000,Switzerland | France | Germany | Hungary | Italy,Drama,Film,Lars Rudolph | Peter Fitz | Hanna Schygulla
4ce2b6b10f03e,5,My Darling Clementine,John Ford,1946,USA,Western,Film,Henry Fonda | Linda Darnell | Victor Mature
4ce2b6bc053b7,5,Annie Hall,Woody Allen,1977,USA,Comedy,Film,Woody Allen | Diane Keaton | Tony Roberts
4ce2b6a59d655,5,Belle de Jour,Luis Buñuel,1967,France | Italy,Drama,Film,Catherine Deneuve | Jean Sorel | Michel Piccoli
4ce2b7972a879,5,A Short Film About Killing,Krzysztof Kieslowski,1987,Poland,Drama,Film,Miroslaw Baka | Krzysztof Globisz | Jan Tesarz
4ce2b7491753f,5,Nanook of the North,Robert J. Flaherty,1922,USA,Actuality film,Film,Frances Flaherty
4ce2b75f4052d,5,Ran,Akira Kurosawa,1985,France | Japan,Drama,Film,Tatsuya Nakadai | Akira Terao | Jinpachi Nezu
4ce2b8000dbbb,5,The Big Lebowski,Joel & Ethan Coen,1998,United Kingdom | USA,Comedy | Thriller,Film,Jeff Bridges | John Goodman | Julianne Moore
4ce2b7deca58c,5,Fargo,Joel & Ethan Coen,1995,United Kingdom | USA,Police drama,Film,Frances McDormand | William H. Macy | Steve Buscemi
4ce2b794e6dfb,5,Do The Right Thing,Spike Lee,1989,USA,Comedy | Drama,Film,Danny Aiello | Ossie Davis | Ruby Dee
4ce2b6bcd514a,5,Days of Heaven,Terrence Malick,1978,USA,Drama,Film,Richard Gere | Brooke Adams | Sam Shepard
4ce2b8021b76d,5,The Thin Red Line,Terrence Malick,1998,USA,War,Film,Sean Penn | Adrien Brody | James Caviezel
4ce2b6afe44fd,5,The Man Who Shot Liberty Valance,John Ford,1962,USA,Western,Film,John Wayne | James Stewart | Vera Miles
4ce2b6aec3d69,5,The Cranes are Flying,Mikhail Kalatozov,1957,USSR,War,Film,Tatiana Samoilova | Alexei Batalov | Vasili Merkuryev
4ce2b8a69d6fb,5,Tropical Malady,Apichatpong Weerasethakul,2004,Switzerland | France | Germany | Italy | Thailand,Drama,Film,Banlop Lomnoi | Sakda Kaewbuadee | Sirivech Jareonchon
4ce2b6a76bf31,5,The Discreet Charm of the Bourgeoisie,Luis Buñuel,1972,Spain | France | Italy,Comedy,Film,Fernando Rey | Paul Frankeur | Delphine Seyrig
4ce2b6ace592f,5,Ikiru,Akira Kurosawa,1952,Japan,Drama,Film,Takashi Shimura | Nobuo Kaneko | Kyoko Seki
4ce2b69593482,4,Videodrome,David Cronenberg,1983,Canada,Horror | Science Fiction | Fantasy | Thriller,Film,James Woods | Sonja Smits | Debbie Harry
4ce2b6a498bd1,4,Late Spring,"Ozu Yasujirô ",1949,Japan,Drama,Film,Chishu Ryu | Setsuko Hara | Yumeji Tsukioka
4ce2b6b2d8659,4,Performance,Donald Cammell/Nicolas Roeg,1970,United Kingdom | USA,Crime,Film,James Fox | Mick Jagger | Anita Pallenberg
4ce2b6b1ca76f,4,Night and Fog,Alain Resnais,1955,France,Documentary | War,Film,Michel Bouquet
4ce2b6afdc8ac,4,My Night with Maud,Eric Rohmer,1969,France,Drama,Film,Jean-Louis Trintignant | Françoise Fabian | Marie-Christine Barrault
4ce2b7b24d32d,4,Raise the Red Lantern,Zhang Yimou,1991,People's Republic of China | Hong Kong | Taiwan,Drama,Film,Gong Li | Ma Jingwu | He Caifei
4ce2b6a8ac25c,4,Dersu Uzala,Akira Kurosawa,1975,Japan | USSR,Drama,Film,Maksim Munzuk | Yuri Solomin | M. Bichkov
4ce2b803e5b2f,4,Happy Together,Wong Kar Wai,1997,Hong Kong,Drama,Film,Leslie Cheung Kwok-wing | Tony Leung Chiu-wai | Chang Chen
4ce2b7dda5e6d,4,Through the Olive Trees,Abbas Kiarostami,1994,Iran,Drama,Film,Mohammad-Ali Keshavarz | Farhad Kheradmand | Zarifeh Shiva
4ce2b83279e3f,4,Code Unknown,Michael Haneke,2000,France | Germany | Romania,Drama,Film,Juliette Binoche | Thierry Neuvic | Sepp Bierbichler
4ce2b6a6c6ffb,4,Butch Cassidy and The Sundance Kid,George Roy Hill,1969,USA,Biopic | Western,Film,Paul Newman | Robert Redford | Katharine Ross
4ce2b8b181b6e,4,The Death of Mr Lazarescu,Cristi Puiu,2005,Romania,Comedy | Drama,Film,Ion Fiscuteanu | Luminita Gheorghiu | Doru Ana
4ce2b7965be62,4,Wings of Desire,Wim Wenders,1987,France | Federal Republic of Germany,Romance | Fantasy,Film,Bruno Ganz | Solveig Dommartin | Otto Sander
4ce2b799d35c1,4,The Thin Blue Line,Errol Morris,1989,United Kingdom | USA,Documentary,Television,Randall Adams | David Harris | Gus Rose
4ce2b735ae1c5,4,Koyaanisqatsi,Godfrey Reggio,1983,USA,Documentary,Film,
4ce2b6efd34c7,4,Au Revoir les enfants,Louis Malle,1987,France | Italy | Federal Republic of Germany,War,Film,Gaspard Manesse | Raphaël Fejtö | Francine Racette
4ce2b6ba2864d,4,Walkabout,Nicolas Roeg,1970,Australia,Drama,Film,Jenny Agutter | Luc Roeg | David Gulpilil
10031,4,Diary,David Perlov,,,,,
4ce2b6ac59a0b,4,Hiroshima Mon Amour,Alain Resnais,1959,France | Japan,Romance | Drama,Film,Emmanuele Riva | Eiji Okada | Stella Dassas
4ce2b7691925a,4,Veronika Voss,Rainer Werner Fassbinder,1982,Federal Republic of Germany,Drama,Film,Rosel Zech | Hilmar Thate | Cornelia Froboess
4ce2b895480e3,4,Elephant,Gus van Sant,2003,USA,Drama,Film,Alex Frost | Eric Deulen | John Robinson
4ce2b6b6f1d17,4,Woman of the Dunes,Teshigahara Hiroshi,1964,Japan,Artists' Moving Image,Film,Eiji Okada | Kyoko Kishida | Hiroko Ito
4ce2b6b9a848b,4,Vampyr,Carl Theodor Dreyer,1932,France | Germany,Horror,Film,Nicolas de Gunzburg | Henriette Gérard | Sybille Schmitz
4ce2b6bbbae8c,4,The Great Dictator,Charles Chaplin,1940,USA,Comedy,Film,Charles Chaplin | Jack Oakie | Reginald Gardiner
4ce2b7b9372f0,4,La Jetée,Chris Marker,1962,France,Science Fiction,Film,Jean Négroni | Hélène Chatelain | Davos Hanich
4ce2b6b7dafed,4,Teorema,Pier Paolo Pasolini,1968,Italy,Drama,Film,Terence Stamp | Silvana Mangano | Massimo Girotti
4ce2b6b957263,4,Umberto D,Vittorio de Sica,1952,Italy,Drama,Film,Carlo Battisti | Maria Pia Casilio | Lina Gennari
4ce2b6b4da49b,4,The Life of Oharu,Mizoguchi Kenji,1952,Japan,Drama,Film,Kinuyo Tanaka | Tsukie Matsuura | Ichiro Sugai
4ce2b6b9c2a9c,4,The Executioner,Luis García Berlanga,1963,Spain | Italy,Drama,Film,Nino Manfredi | José Isbert | Emma Penella
4ce2b7916e67e,4,The Last Laugh,F. W. Murnau,1924,Germany,Drama,Film,Emil Jannings | Maly Delschaft | Emilie Kurz
4ce2b6ae66430,4,The Lady Eve,Preston Sturges,1941,USA,Comedy | Romance,Film,Barbara Stanwyck | Henry Fonda | Charles Coburn
4ce2b6e321cf2,4,Stranger than Paradise,Jim Jarmusch,1982,USA | Federal Republic of Germany,Drama,Film,
4ce2b721151ac,4,The Grapes of Wrath,John Ford,1940,USA,Drama,Film,Henry Fonda | Jane Darwell | Charles Grapewin
4ce2b6af10030,4,The Tenant,Roman Polanski,1976,France,Drama,Film,Roman Polanski | Isabelle Adjani | Shelley Winters
4ce2b6b13ea6d,4,Napoleon,Abel Gance,1927,France,Biopic | Historical drama,Film,Gina Manès | Albert Dieudonné | Eugénie Buffet
4ce2b70e49bb7,4,Down By Law,Jim Jarmusch,1986,USA | Federal Republic of Germany,Comedy | Drama,Film,Tom Waits | John Lurie | Roberto Benigni
4ce2b6e31e32e,4,Once Upon a Time in America,Sergio Leone,1983,Italy | USA,Gangster | Crime,Film,Robert De Niro | James Woods | Elizabeth McGovern
4ce2b6aa3733f,4,Five Easy Pieces,Bob Rafelson,1970,USA,Drama,Film,Jack Nicholson | Karen Black | Billy 'Green' Bush
4ce2b6b2398e8,4,On The Waterfront,Elia Kazan,1954,USA,Crime | Drama,Film,Marlon Brando | Karl Malden | Lee J. Cobb
4ce2b737a3887,4,The Last Picture Show,Peter Bogdanovich,1971,USA,Drama,Film,Timothy Bottoms | Jeff Bridges | Cybill Shepherd
4ce2b6a635f83,4,Boudu Saved from Drowning,Jean Renoir,1932,France,Drama,Film,Michel Simon | Marcelle Hainia | Sévérine Lerczinska
4ce2b6b03bb00,4,Memories of Underdevelopment,Tomás Gutiérrez Alea,1968,Cuba,Drama,Film,Sergio Corrieri | Daysi Granados | Eslinda Núñez
4ce2b795193f5,4,Elephant,Alan Clarke,1989,United Kingdom | Northern Ireland,Documentary,Television,Gary Walker | Bill Hamilton | Michael Foyle
4ce2b6e31bcf4,4,The Life and Death of Colonel Blimp,Michael Powell/Emeric Pressburger,1943,United Kingdom,War,Film,Anton Walbrook | Deborah Kerr | Roger Livesey
4ce2b8182fa8a,4,Dancer in the Dark,Lars von Trier,2000,Denmark | France | Germany | Italy | Sweden,Musical | Drama,Film,Björk | Catherine Deneuve | David Morse
4ce2b7b54d000,4,The Piano,Jane Campion,1992,Australia | France,Romance | Period drama,Film,Holly Hunter | Harvey Keitel | Sam Neill
4ce2b7ae5cbf0,4,Reservoir Dogs,Quentin Tarantino,1991,USA,Film noir | Crime | Drama,Film,Harvey Keitel | Tim Roth | Michael Madsen
4ce2b6b4a78c6,4,Rosemary's Baby,Roman Polanski,1968,USA,Horror | Fantasy | Thriller,Film,Mia Farrow | John Cassavetes | Ruth Gordon
4ce2b6af8f820,4,The Magnificent Ambersons,Orson Welles,1942,USA,Drama | Period drama,Film,Orson Welles | Joseph Cotten | Dolores Costello
4ce2b6a909d23,4,Dog Day Afternoon,Sidney Lumet,1975,USA,Police drama | Crime,Film,Al Pacino | Penelope Allen | Sully Boyar
4ce2b6c04cde4,3,The Asphalt Jungle,John Huston,1950,USA,Film noir,Film,Sterling Hayden | Louis Calhern | Jean Hagen
4ce2b6b1c40de,3,1900,Bernardo Bertolucci,1976,France | Italy | Federal Republic of Germany,Drama,Film,Robert De Niro | Gérard Depardieu | Dominique Sanda
4ce2b89c8eb89,3,"Goodbye, Dragon Inn",Tsai Ming Liang,2003,Taiwan,Comedy | Drama,Film,Lee Kang-sheng | Chen Shiang-chyi | Kiyonobu Mitamura
4ce2b73453fda,3,Kind Hearts and Coronets,Robert Hamer,1949,United Kingdom,Comedy | Crime,Film,Dennis Price | Valerie Hobson | Joan Greenwood
4ce2b6ba49e47,3,Wavelength,Michael Snow,1967,Canada,Artists' Moving Image,Film,Hollis Frampton | Amy Taubin | Joyce Wieland
4ce2b6a66b375,3,Brief Encounter,David Lean,1945,United Kingdom,Romance,Film,Celia Johnson | Trevor Howard | Stanley Holloway
4ce2b81fe24cb,3,Magnolia,Paul Thomas Anderson,1999,USA,Drama,Film,Jeremy Blackman | Tom Cruise | Melinda Dillon
4ce2b79e28ef5,3,Where is My Friend's House?,Abbas Kiarostami,1989,Iran,Drama,Film,Babek Ahmed Poor | Ahmed Ahmed Poor | Kheda Barech Defai
4ce2b6ac979d2,3,The Hour of the Furnaces,Octavio Getino/Fernando E. Solanas,1968,Argentina,Documentary,Film,
4ce2b7c15ad7a,3,The Story of Qiu Ju,Zhang Yimou,1992,People's Republic of China | Hong Kong,Comedy | Drama,Film,Gong Li | Lei Laosheng | Liu Peiqi
4ce2b6ad68d94,3,Ivan's Childhood,Andrei Tarkovsky,1962,USSR,War,Film,Kolya Burlyaev | Irina Tarkovskaya | Valentin Zubkov
4ce2b6b086e20,3,The Misfits,John Huston,1961,USA,Romance | Drama,Film,Clark Gable | Marilyn Monroe | Montgomery Clift
4ce2b847b975d,3,A One and a Two,Edward Yang,1999,Japan | Taiwan,Drama,Film,Wu Nien-chen | Issey Ogata | Elaine Jin
4ce2b6e742567,3,Love Streams,John Cassavetes,1984,USA,Drama,Film,Gena Rowlands | John Cassavetes | Diahnne Abbott
4ce2b6bb83f08,3,The Story of the Late Chrysanthemums,Mizoguchi Kenji,1939,Japan,Romance | Drama,Film,Shôtarô Hanayagi | Kakuko Mori | Kokichi Takada
4ce2b69a3415f,3,A nos Amours,Maurice Pialat,1983,France,Drama,Film,Sandrine Bonnaire | Dominique Besnehard | Maurice Pialat
4ce2b79ec3b22,3,The Green Ray,Eric Rohmer,1986,France,Romance | Drama,Film,Marie Rivière | Amira Chemakhi | Sylvie Richez
4ce2b7c1b7f0d,3,Three Colours: Red,Krzysztof Kieslowski,1994,Switzerland | France | Poland,Drama,Film,Irène Jacob | Jean-Louis Trintignant | Frédérique Feder
4ce2b70b25114,3,Two or Three Things I Know About Her…,Jean-Luc Godard,1967,France,Drama,Film,Jean-Luc Godard | Marina Vlady | Roger Montsoret
4ce2b7fac7dc2,3,Funny Games,Michael Haneke,1997,Austria,Thriller,Film,Susanne Lothar | Ulrich Mühe | Arno Frisch
4ce2b6a535bee,3,The Birds,Alfred Hitchcock,1963,USA,Horror,Film,Rod Taylor | Jessica Tandy | Suzanne Pleshette
4ce2b6aa9d289,3,Freaks,Tod Browning,1932,USA,Drama,Film,Wallace Ford | Leila Hyams | Olga Baclanova
4ce2b6bbaea80,3,Intolerance,D.W. Griffith,1916,USA,Drama,Film,Lillian Gish | Mae Marsh | Fred Turner
4ce2b6b416034,3,Red River,Howard Hawks/Arthur Rosson,1947,USA,Western,Film,John Wayne | Montgomery Clift | Joanne Dru
4ce2b6b94f8e8,3,Floating Weeds,Ozu Yasujirô,1959,Japan,Drama,Film,Ganjirô Nakamura | Machiko Kyo | Ayako Wakao
4ce2b72cca8a0,3,In a Year of 13 Moons,Rainer Werner Fassbinder,1978,Federal Republic of Germany,Romance | Drama,Film,Volker Spengler | Ingrid Caven | Gottfried John
4ce2b6b657a6a,3,Solaris,Andrei Tarkovsky,1972,USSR,Science Fiction,Film,Natal'ya Bondarchuk | Donatas Banionis | Yuri Järvet
4ce2b6aa93659,3,The Flowers of St Francis,Roberto Rossellini,1950,Italy,,Film,Gianfranco Bellini | Lee Kresel | Aldo Fabrizi
4ce2b753f20d7,3,Paisà,Roberto Rossellini,1946,Italy,War,Film,Giulio Panicali | Stuart Legg | Raymond Spottiswoode
4ce2b6b30b703,3,Picnic At Hanging Rock,Peter Weir,1975,Australia,Period drama,Film,Rachel Roberts | Dominic Guard | Helen Morse
4ce2b6b008211,3,Marnie,Alfred Hitchcock,1964,USA,Crime,Film,Tippi Hedren | Sean Connery | Diane Baker
4ce2b819b3a94,3,L'humanité,Bruno Dumont,1999,France,Drama,Film,Emmanuel Schotté | Séverine Caneele | Philippe Tullier
4ce2b6e73c109,3,The Colour of Pomegranates,Sergei Parajanov,1968,USSR,Biopic | Artists' Moving Image | Historical drama,Film,Sofiko Chiaureli | Melkop Alekyan | Vilen Galstyan
10006,3,Histoire(s) du cinéma,Jean-Luc Godard,,,,,
4ce2b87fe9a8c,3,Blissfully Yours,Apichatpong Weerasethakul,2002,Thailand,Drama,Film,Kanokporn Tongaram | Min Oo | Jenjira Jansuda
